"","id_norma","tipo_norma","numero_norma","clase_norma","organismo_origen","fecha_sancion","numero_boletin","fecha_boletin","pagina_boletin","titulo_resumido","titulo_sumario","texto_resumido","observaciones","texto_original","texto_actualizado","modificada_por","modifica_a","presidente","DNU"
"187",72367,"DNU","320",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-02-15,29839,2002-02-15,1,"ALCANCES DEL DECRETO NRO. 214/2002","REORDENAMIENTO DEL SISTEMA FINANCIERO","PRECISANSE LOS ALCANCES DE LA APLICACION DEL DECRETO N° 214/2002, RESPECTO DE LAS OBLIGACIONES EN DOLARES ESTADOUNIDENSES O EN OTRAS MONEDAS EXTRANJERAS, REESTRUCTURADAS POR LA LEY N° 25.561 A LA RELACION UN PESO ($ 1) = UN DOLAR ESTADOUNIDENSE (U$S 1). CONTRATOS Y RELACIONES JURIDICAS EXISTENTES AL MOMENTO DE ENTRADA EN VIGENCIA DE LA LEY N° 25.561. PROCESOS JUDICIALES VINCULADOS CON LAS DISPOSICIONES CONTENIDAS EN EL DECRETO N° 1570/2001, LA LEY N° 25.561, EL DECRETO N° 71/2002. RESOLUCIONES DEL MINISTERIO DE ECONOMIA Y CIRCULARES DEL B.C.R.A. ACOTANSE LOS ALCANCES DEL ARTICULO 12 DEL DECRETO N° 214/2002. (PUBLICADO EN NUMERO EXTRAORDINARIO DEL 15/02/2002). (NOTA: RATIFICADO POR LEY NRO. 25967 - ART. 64 - BOLETIN OFICIAL 16/12/2004 - PAG. 6).",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72367/norma.htm",NA,7,1,"Duhalde",TRUE
"188",72424,"DNU","344",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-02-18,29842,2002-02-20,1,"DECRETO 172/02 - MODIFICACION","ADMINISTRACION PUBLICA NACIONAL","MODIFICASE EL DECRETO NRO. 172/2002, EN RELACION CON LA RETRIBUCION MENSUAL QUE POR TODO CONCEPTO PERCIBE EL PRESIDENTE DE LA NACION.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72424/norma.htm",NA,2,1,"Duhalde",TRUE
"189",72485,"DNU","363",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-02-21,29844,2002-02-22,7,"FACTURA CONFORMADA - NUEVO REGIMEN","PREVENCION DE LA EVASION FISCAL","LIMITACION A LAS TRANSACCIONES EN DINERO EN EFECTIVO. MODIFICACION DEL PRIMER PARRAFO DEL ARTICULO 1 DE LA LEY NRO. 25.345 Y SUS MODIFICACIONES. SUSTITUYENSE EN EL ARTICULO 2 DE LA LEY NRO. 24.760 Y SUS MODIFICACIONES, LOS ARTICULOS 1 Y 2 DE LA SECCION I 'DE LA CREACION Y LA FORMA DE LA FACTURA DE CREDITO'. DEROGANSE EL ARTICULO 41 DEL DECRETO NRO. 1387/2001 Y SUS MODIFICATORIOS Y LOS DECRETOS NROS. 376/97 Y 377/97.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72485/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72485/texact.htm",5,5,"Duhalde",TRUE
"190",72483,"DNU","355",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-02-21,29844,2002-02-22,2,"MODIFICACION","LEY DE MINISTERIOS","MODIFICACION DE LA LEY DE MINISTERIOS.-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72483/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72483/texact.htm",13,7,"Duhalde",TRUE
"191",72653,"DNU","401",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-02-28,29851,2002-03-05,3,"CARTA ORGANICA - MODIFICACION","BANCO CENTRAL DE LA REPUBLICA ARGENTINA","MODIFICACION DE SU CARTA ORGANICA. RESTABLECESE LA VIGENCIA DE LA LEY NRO. 19.130.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72653/norma.htm",NA,0,2,"Duhalde",TRUE
"192",72761,"DNU","410",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-01,29854,2002-03-08,4,"DECRETO 214/02 - MODIFICACION","REORDENAMIENTO DEL SISTEMA FINANCIERO","DECRETO NRO. 214/2002. ESTABLECENSE LAS OPERACIONES QUE NO SE ENCUENTRAN INCLUIDAS EN LA CONVERSION A PESOS DISPUESTA POR EL ARTICULO 1RO.. PRESTAMOS INTERFINANCIEROS. CERTIFICADOS DE CREDITO FISCAL Y DE EJERCICIO DE OPCION IMPOSITIVA. CONTRATOS Y RELACIONES JURIDICAS. SOCIEDADES GERENTES DE FONDOS COMUNES DE INVERSION. ALCANCES. VIGENCIA. (NOTA: RATIFICADO POR LEY NRO. 25967 - ART. 64 - BOLETIN OFICIAL 16/12/2004 - PAG. 6).",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72761/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72761/texact.htm",9,1,"Duhalde",TRUE
"193",72833,"DNU","469",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-06,29856,2002-03-12,4,"CANCELACION DE DEUDAS","REORDENAMIENTO DEL SISTEMA FINANCIERO","ADECUACION DEL PROCEDIMIENTO PARA LA CANCELACION DE DEUDAS CON EL SISTEMA FINANCIERO DISPUESTA EN EL MARCO DE LOS ARTÍCULOS 30, INCISO A) Y 39 DEL DECRETO NRO. 1387/2001. MODIFICACION DE LOS DECRETOS 1570/2001 Y 1524/2001.PLAZO.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72833/norma.htm",NA,1,3,"Duhalde",TRUE
"194",72885,"DNU","471",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-08,29857,2002-03-13,1,"PRESTAMOS GARANTIZADOS/ CREDITO FISCAL","DEUDA PUBLICA","DETERMINASE EL TRATAMIENTO A OTORGAR AL ENDEUDAMIENTO QUE FUERA SUMIDO ORIGINALMENTE EN DOLARES ESTADOUNIDENSES U OTRAS MONEDAS EXTRANJERAS POR PARTE DEL SECTOR PUBLICO NACIONAL, PROVINCIAL Y MUNICIPAL CUANDO TALES OBLIGACIONES SE ENCUENTREN SOMETIDAS A LA LEY ARGENTINA. CONDICIONES PARA OBLIGACIONES INSTRUMENTADAS MEDIANTE PRESTAMOS GARANTIZADOS Y PARA LOS CERTIFICADOS DE CREDITO FISCAL REGISTRADOS EN CAJA DE VALORES S.A. VIGENCIA.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72885/norma.htm",NA,18,7,"Duhalde",TRUE
"195",72781,"DNU","473",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-08,29855,2002-03-11,3,"AREA DE TRANSPORTE - TRANSFERENCIA","LEY DE MINISTERIOS","TRANSFIERESE EL AREA DEL TRANSPORTE DEL AMBITO DEL MINISTERIO DE ECONOMIA E INFRAESTRUCTURA A LA ORBITA DEL MINISTERIO DE LA PRODUCCION, ADECUANDO LA DENOMINACION DEL MINISTERIO DE ECONOMIA E INFRAESTRUCTURA POR LA DE MINISTERIO DE ECONOMIA.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72781/norma.htm",NA,0,3,"Duhalde",TRUE
"196",72888,"DNU","494",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-12,29857,2002-03-13,4,"REPROGRAMACION DE DEPOSITOS - BONOS","REORDENAMIENTO DEL SISTEMA FINANCIERO","IMPLEMENTANSE ALTERNATIVAS A FAVOR DE LOS TITULARES DE DEPOSITOS EN MONEDA EXTRANJERA ORIGINALMENTE PACTADA, COMO TAMBIEN DE AQUELLOS EN PESOS, MEDIANTE LA OPCION DE RECIBIR 'BONOS DEL GOBIERNO NACIONAL EN DOLARES ESTADOUNIDENSES 2% 2012', 'BONOS DEL GOBIERNO NACIONAL CAPITALIZABLES EN DOLARES ESTADOUNIDENSES LIBOR + 1% 2012' Y 'BONOS DEL GOBIERNO NACIONAL EN PESOS 3% 2007'. CONDICIONES DE EMISION. PLAZO PARA EJERCER LA OPCION. FACULTADES AL MINISTERIO DE ECONOMIA. EMISION DE BONOS COMPENSATORIOS DEL GOBIERNO NACIONAL EN PESOS Y EN DOLARES ESTADOUNIDENSES PARA LAS ENTIDADES FINANCIERAS. VIGENCIA. (NOTA: ABROGADO POR ART. 1 DEL DECRETO 905/02 - BO 3/6/02).-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72888/norma.htm",NA,5,3,"Duhalde",TRUE
"197",72889,"DNU","496",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-12,29857,2002-03-13,7,"LEY 20680- ACTUALIZACION DEL REGIMEN SANCIONATORIO","LEY DE ABASTECIMIENTO","ACTUALIZACION DEL REGIMEN SANCIONATORIO PREVISTO EN LA LEY NRO. 20.680 Y SUS MODIFICATORIAS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72889/norma.htm",NA,0,1,"Duhalde",TRUE
"198",72887,"DNU","486",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-12,29857,2002-03-13,2,"SU DECLARACION","EMERGENCIA SANITARIA NACIONAL","DECLARASE LA EMERGENCIA SANITARIA NACIONAL. ATRIBUCIONES DEL MINISTERIO DE SALUD. SUMINISTRO DE INSUMOS Y MEDICAMENTOS A INSTITUCIONES PUBLICAS DE SALUD CON SERVICIOS DE INTERNACION. ATRIBUCIONES DEL CONSEJO FEDERAL DE SALUD. FINANCIAMIENTO. REGIMEN DE COMPRAS Y CONTRATACIONES. MONITOREO DE PRECIOS E IMPORTACION. LISTADOS DE MEDICAMENTOS E INSUMOS. PRECIOS DE REFERENCIA. PRESCRIPCION POR GENERICOS Y SU SUSTITUCION. PROGRAMA NACIONAL DE UNIVERSALIZACION DEL ACCESO A MEDICAMENTOS. CREACION Y FUNCIONAMIENTO. SISTEMA NACIONAL DEL SEGURO DE SALUD. GARANTIA DE LAS PRESTACIONES BASICAS ESENCIALES. FONDO SOLIDARIO DE REDISTRIBUCION. COLEGIOS PROFESIONALES. SENTENCIAS CON CONDENAS DE PAGO. EMERGENCIA SANITARIA Y SOCIAL DEL INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS. ATRIBUCIONES DEL INTERVENTOR NORMALIZADOR. CONTRATACIONES DEL CITADO INSTITUTO. RELEVAMIENTO Y CONTROL DE DEUDAS. DISPOSICIONES FINALES.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72887/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72887/texact.htm",29,14,"Duhalde",TRUE
"199",72886,"DNU","491",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-12,29857,2002-03-13,2,"REASIGNACIONES DE PERSONAL","ADMINISTRACION PUBLICA NACIONAL","ESTABLECESE QUE EL PODER EJECUTIVO NACIONAL REASUMIRA EL CONTROL DIRECTO DE TODAS LAS DESIGNACIONES DE PERSONAL PERMANENTE Y NO PERMANENTE QUE SE EFECTUEN EN DICHO AMBITO.","ABROGADA POR EL ARTICULO 13 DEL DECRETO N° 223/2016, B.O. 20/01/2016, PAGINA 1. VIGENCIA: A PARTIR DE LA FECHA DE SU DICTADO.","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72886/norma.htm",NA,41,1,"Duhalde",TRUE
"200",73220,"DNU","558",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-03-27,29869,2002-04-03,2,"LEY 20091 - MODIFICACION","SEGUROS","MODIFICACION DE LA LEY NRO. 20.091, Y MODIFICATORIAS, CON EL FIN DE PERMITIR A LA SUPERINTENDENCIA DE SEGUROS DE LA NACION, ORGANISMO DE CONTRALOR DE LA ACTIVIDAD, MANEJAR ALTERNATIVAS DE REGULARIZACION Y SANEAMIENTO DEL MERCADO, RESGUARDAN DO LOS INTERESES DE LOS ASEGURADOS. INTERVENCION EN LOS PROCESOS DE REESTRUCTURACION DE ENTIDADES DE SEGUROS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73220/norma.htm",NA,1,1,"Duhalde",TRUE
"201",73272,"DNU","565",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-03,29870,2002-04-04,1,"SU CREACION","PROGRAMA JEFES DE HOGAR","CREACION DEL CITADO PROGRAMA PARA SER APLICADO MIENTRAS DURE LA EMERGENCIA OCUPACIONAL NACIONAL. OBJETO. DERECHO FAMILIAR DE INCLUSION SOCIAL. CONDICIONES PARA ACCEDER AL BENEFICIO. CONSEJO NACIONAL DE ADMINISTRACION, EJECUCION Y CONTROL.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73272/norma.htm",NA,93,3,"Duhalde",TRUE
"202",73501,"DNU","589",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-10,29876,2002-04-12,2,"MODIFICACION DEL DECRETO NRO. 30/2001","ESTADO NACIONAL - PARQUE AUTOMOTOR","MODIFICACION DEL DECRETO NRO. 30 DEL 24 DE DICIEMBRE DE 2001, POR EL QUE SE ESTABLECIO QUE EL PARQUE AUTOMOTOR DE PROPIEDAD DEL ESTADO NACIONAL ASIGNADO A FUNCIONARIOS Y EMPLEADOS DEL P.E.N., QUEDARAN DESAFECTADOS DEL SERVICIO.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73501/norma.htm",NA,0,1,"Duhalde",TRUE
"203",73582,"DNU","618",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-16,29879,2002-04-17,1,"LEY 21453 - SU MODIFICACION","EXPORTACION DE PRODUCTOS DE ORIGEN AGRICOLA","COMERCIO EXTERIOR. EXPORTACION DE PRODUCTOS DE ORIGEN AGRICOLA. MODIFICACION DEL ART. 6 DE LA LEY 21.453.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73582/norma.htm",NA,0,1,"Duhalde",TRUE
"204",73588,"DNU","620",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-16,29879,2002-04-17,3,"MONEDA EXTRANJERA - DEPOSITOS REPROGRAMADOS","REORDENAMIENTO DEL SISTEMA FINANCIERO","DEPOSITOS REPROGRAMADOS, ORIGINARIAMENTE CONSTITUIDOS EN MONEDA EXTRANJERA. TITULARES Y SOCIEDADES GERENTES DE FONDOS COMUNES DE INVERSION. OPCION POR BONOS. ESTABLECENSE NUEVAS CONDICIONES. (NOTA: ABROGADO POR ART. 1 DEL DECRETO 905/02 - BO 3/6/02).-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73588/norma.htm",NA,1,5,"Duhalde",TRUE
"205",73706,"DNU","654",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-19,29882,2002-04-22,7,"PRODUCTOS AGRICOLAS - EXPORTACION","COMERCIO EXTERIOR","EXPORTACION DE PRODUCTOS DE ORIGEN AGRICOLA. LEY NRO. 21.453 Y SUS MODIFICACIONES. IMPLEMENTASE NUEVAMENTE EL REGISTRO OBLIGATORIO MEDIANTE EL SISTEMA DE DECLARACIONES JURADAS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73706/norma.htm",NA,5,2,"Duhalde",TRUE
"206",73842,"DNU","687",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-26,29887,2002-04-29,5,"PROVISION DE BIENES... - CONTRATACION DIRECTA","MINISTERIO DE DESARROLLO SOCIAL","AUTORIZASE A LA CITADA CARTERA, MIENTRAS DURE LA EMERGENCIA PUBLICA EN MATERIA SOCIAL, A CONTRATAR EN FORMA DIRECTA LA PROVISION DE BIENES Y SERVICIOS NECESARIOS PARA PALIAR LAS SITUACIONES DERIVADAS DE LA MISMA, QUE PUDIERAN EXISTIR ACTUALMENTE EN EL PAIS O PRODUCIRSE EN EL FUTURO.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73842/norma.htm",NA,1,1,"Duhalde",TRUE
"207",73961,"DNU","689",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-26,29889,2002-05-02,1,"DECRETO 214/02 Y LEY 25561 - EXPORTACION DE GAS","EMERGENCIA PUBLICA Y REGIMEN CAMBIARIO","ACLARANSE LOS ALCANCES DE LA APLICACION DEL DECRETO NRO. 214/2002 Y DEL ARTICULO 8RO. DE LA LEY NRO. 25.561 CON RELACION A LOS CONTRATOS DE EXPORTACION DE GAS NATURAL Y DE TRANSPORTE DE GAS NATURAL CON DESTINO A LA EXPORTACION, CON EL OBJETO DE DESLINDAR PAULATINAMENTE AQUELLAS RELACIONES JURIDICAS QUE HAN SIDO ALCANZADAS POR LAS NORMAS DE EMERGENCIA, DE AQUELLAS QUE NO CORRESPONDE EXTENDERLE SU APLICACION.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73961/norma.htm",NA,0,3,"Duhalde",TRUE
"208",73965,"DNU","688",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-26,29889,2002-05-02,3,"CREACION","REGIMEN DE ADUANA EN FACTORIA","CREACION. INGRESO DE MATERIAS PRIMAS, INSUMOS O BIENES CON DESTINACION SUSPENSIVA, CON LA POSIBILIDAD DE DISPONER DE LOS COMPONENTES IMPORTADOS POR UN LAPSO MAYOR Y FACILITAR LA TRANSFORMACION O UTILIZACION DE LOS MISMOS, A FIN DE OBTENER PRODUCTOS TERMINADOS CON ALTO VALOR AGREGADO Y PERSPECTIVAS DE COMERCIALIZACION EN EL MERCADO EXTERIOR. MERCADERIAS COMPRENDIDAS. SOLICITUD DE INCLUSION ANTE LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73965/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73965/texact.htm",16,4,"Duhalde",TRUE
"209",73966,"DNU","704",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-04-30,29889,2002-05-02,3,"DECRETO 410/02 - MODIFICACION","REORDENAMIENTO DEL SISTEMA FINANCIERO","MODIFICASE EL DECRETO NRO. 410/2002, EXCLUYENDOSE DE LA CONVERSION A PESOS A LAS OBLIGACIONES DE DAR SUMAS DE DINERO EN MONEDA EXTRANJERA, CONTRAIDAS POR PERSONAS FISICAS O JURIDICAS RESIDENTES O RADICADAS EN EL EXTERIOR, PAGADERAS CON FONDOS PROVENIENTES DEL EXTERIOR, A FAVOR DE PERSONAS FISICAS O JURIDICAS RESIDENTES O RADICADAS EN EL PAIS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/73966/norma.htm",NA,0,1,"Duhalde",TRUE
"210",74064,"DNU","762",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-06,29892,2002-05-07,5,"EXCEPCIONES AL C.E.R.","REORDENAMIENTO DEL SISTEMA FINANCIERO","COEFICIENTE DE ESTABILIZACION DE REFERENCIA (C.E.R.). QUEDAN EXCEPTUADOS DE SU APLICACION: PRESTAMOS PARA VIVIENDA UNICA FAMILIAR Y PERMANENTE CONVENIDOS EN DOLARES U OTRA MONEDA EXTRANJERA;  PRESTAMOS PERSONALES HASTA  12.000 PESOS O DOLARES ; PRESTAMOS PERSONALES CON GARANTIA PRENDARIA HASTA LA SUMA DE 30.000 PESOS O DOLARES; ALQUILERES CUYO LOCATARIO SEA PERSONA FISICA  Y EL DESTINO DE LA LOCACION SEA VIVIENDA UNICA, FAMILIAR Y PERMANENTE. NUEVO COEFICIENTE DE VARIACION DE SALARIOS (C.V.S.)QUE SE APLICARA DESDE OCTUBRE DE 2002.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74064/norma.htm",NA,6,2,"Duhalde",TRUE
"211",74175,"DNU","786",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-08,29895,2002-05-10,2,"GAS NATURAL Y LICUADO - SUBSIDIOS","COMBUSTIBLES","FONDO FIDUCIARIO PARA SUBSIDIOS DE CONSUMO RESIDENCIALES DE GAS NATURAL Y GAS LICUADO. LEY NRO. 25.565, ARTICULO 75. RECARGO. CONSTITUCION DEL FIDEICOMISO. BIENES FIDEICOMITIDOS. BENEFICIARIOS. DISPOSICIONES GENERALES. VIGENCIA.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74175/norma.htm",NA,29,2,"Duhalde",TRUE
"212",74176,"DNU","788",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-09,29895,2002-05-10,7,"DECRETO 486/02 - MODIFICACION","EMERGENCIA SANITARIA NACIONAL","DEROGASE EL ARTICULO 34 DEL DECRETO NRO. 486/2002.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74176/norma.htm",NA,0,1,"Duhalde",TRUE
"213",74516,"DNU","838",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-21,29904,2002-05-23,2,"BANCOS BISEL S.A., SUQUIA S.A. Y ENTRE RIOS S.A.","ENTIDADES FINANCIERAS","DISPONESE LA CONSTITUCION DE TRES (3) SOCIEDADES ANONIMAS, CON LA PARTICIPACION DEL BANCO DE LA NACION ARGENTINA, EN EL MARCO DEL ARTICULO 35 BIS DE LA LEY Nº 21.526 Y SUS MODIFICATORIAS, LAS QUE OPERARAN COMO DESTINATARIAS DE DETERMINADOS ACTIVOS Y PASIVOS DE LOS BANCOS BISEL S.A., SUQUIA S.A. Y ENTRE RIOS S.A.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74516/norma.htm",NA,4,1,"Duhalde",TRUE
"214",74568,"DNU","869",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-23,29905,2002-05-24,4,"MODIFICACION","PRESUPUESTO","MODIFICACION DEL PRESUPUESTO GENERAL DE LA ADMINISTRACION NACIONAL PARA EL EJERCICIO 2002.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74568/norma.htm",NA,0,1,"Duhalde",TRUE
"215",74566,"DNU","867",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-23,29905,2002-05-24,2,"ABASTECIMIENTO - DECLARACION DE EMERGENCIA","HIDROCARBUROS","DECLARASE EN EMERGENCIA EL ABASTECIMIENTO DE HIDROCARBUROS EN TODO EL TERRITORIO NACIONAL HASTA EL 30 DE SETIEMBRE DE 2002. INCLUYESE AL PETROLEO CRUDO Y AL GAS LICUADO DE PETROLEO EN LA LISTA DE HIDROCARBUROS SUJETOS A LA OPERACION DE REGISTRO ESTABLECIDA POR EL DECRETO NRO. 645/2002.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74566/norma.htm",NA,1,2,"Duhalde",TRUE
"216",74652,"DNU","883",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-27,29908,2002-05-29,1,"LEY 25561, ART. 16 - PRORROGA","TRABAJO","PRORROGASE LA SUSPENSION DE LOS DESPIDOS SIN CAUSA JUSTIFICADA Y DEMAS DISPOSICIONES CONTENIDAS EN LA ULTIMA PARTE DEL ARTICULO 16 DE LA LEY NRO. 25.561.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74652/norma.htm",NA,5,1,"Duhalde",TRUE
"217",74673,"DNU","890",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-29,29909,2002-05-30,2,"LEY 25596 - ENTRADA EN VIGENCIA","GAS OIL","ESTABLECESE LA FECHA DE ENTRADA EN VIGENCIA DE LA LEY NRO. 25.596.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74673/norma.htm",NA,0,1,"Duhalde",TRUE
"218",74773,"DNU","905",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-05-31,29911,2002-06-01,1,"LIBERACION DEL CORRALITO","REORDENAMIENTO DEL SISTEMA FINANCIERO","CANJE DE DEPOSITOS EN EL SISTEMA FINANCIERO. EMISION Y OFERTA PUBLICA DE BONOS. BENEFICIOS PARA LOS TENEDORES DE BONOS. DEPOSITOS A LA VISTA. SISTEMA LIBRE DE DEPOSITOS A LA VISTA. COMPENSACION PARA LAS ENTIDADES FINANCIERAS. OBLIGACIONES DEL TESORO NACIONAL. DISPOSICIONES COMPLEMENTARIAS Y TRANSITORIAS. DEROGANSE LOS DECRETOS NROS. 494/02 Y 620/02. (NOTA: RATIFICADO POR LEY 25827 - ART. 71 - BOLETIN OFICIAL 22/12/2003 - PAG. 6).",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74773/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74773/texact.htm",91,15,"Duhalde",TRUE
"219",75028,"DNU","992",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-06-11,29919,2002-06-12,5,"DEC. 410/02 - MODIFICACION","REORDENAMIENTO DEL SISTEMA FINANCIERO","MODIFICASE EL DECRETO NRO. 410/2002 CON LA FINALIDAD DE DISPONER LA CONVERSION A PESOS DE LAS OBLIGACIONES DE DAR SUMAS DE DINERO EXPRESADAS EN DOLARES ESTADOUNIDENSES O EN OTRA MONEDA EXTRANJERA, EN TODOS LOS CONTRATOS DE FUTURO Y OPCIONES EXISTENTES AL 5 DE ENERO DE 2002 DONDE AL MENOS UNA DE LAS PARTES SEA UNA ENTIDAD FINANCIERA, MANTENIENDOSE LA RELACION DE CAMBIO ESTABLECIDA PARA LAS OPERACIONES INCLUIDAS EN EL MENCIONADO DECRETO.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/75000-79999/75028/norma.htm",NA,1,1,"Duhalde",TRUE
"220",75052,"DNU","1002",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-06-12,29920,2002-06-13,2,"MODIFICACION","FACTURA DE CREDITO","LEY NRO. 24.760 Y DECRETO NRO. 363/2002. MODIFICACION DE LAS NORMAS QUE REGULAN LA FACTURA DE CREDITO. VIGENCIA.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/75000-79999/75052/norma.htm",NA,0,2,"Duhalde",TRUE
"221",75250,"DNU","1062",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-06-19,29925,2002-06-21,2,"DISTRIBUCION - MODIFICACION","PRESUPUESTO DE LA ADMINISTRACION NACIONAL","MODIFICACION DE LA DISTRIBUCION DEL PRESUPUESTO DE LA ADMINISTRACION NACIONAL PARA EL EJERCICIO 2002.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/75000-79999/75250/norma.htm",NA,0,1,"Duhalde",TRUE
"222",75216,"DNU","1047",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",2002-06-19,29924,2002-06-20,2,"CUENTA DE INVERSION - PRORROGA DE PRESENTACION","PRESUPUESTO","PRORROGASE EL PLAZO DE PRESENTACION DE LA CUENTA DE INVERSION DEL EJERCICIO 2001.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/75000-79999/75216/norma.htm",NA,0,NA,"Duhalde",TRUE
